Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Proteoglycans in cancer_Homo sapiens_hsa05205,6/203,0.001975432159317299,0.5788016226799686,0,0,4.6182266009852215,28.757549675437158,PPP1R12A;RPS6KB1;ROCK2;ERBB2;ANK2;EIF4B,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,5/167,0.0044328599220327045,0.6494139785777912,0,0,4.678143712574849,25.349505626068073,MEF2A;PPP1R12A;ROCK2;IRS2;ATP1A1,KEGG_2016
Insulin resistance_Homo sapiens_hsa04931,4/109,0.005307748604558664,0.5183901137118961,0,0,5.73394495412844,30.037772507148414,PTPN1;RPS6KB1;IRS2;ACACB,KEGG_2016
cAMP signaling pathway_Homo sapiens_hsa04024,5/199,0.009156698107211694,0.6707281363532566,0,0,3.9258793969849246,18.42521056032329,GRIA2;PPP1R12A;ROCK2;ATP1A1;GLI1,KEGG_2016
Insulin signaling pathway_Homo sapiens_hsa04910,4/139,0.012278450035160586,0.7195171720604103,0,0,4.496402877697841,19.783766110002308,PTPN1;RPS6KB1;IRS2;ACACB,KEGG_2016
Propanoate metabolism_Homo sapiens_hsa00640,2/32,0.01778302517089797,0.8684043958455173,0,0,9.765625,39.35069256615617,BCKDHA;ACACB,KEGG_2016
Longevity regulating pathway - mammal_Homo sapiens_hsa04211,3/94,0.02250497071304628,0.9419937741317944,0,0,4.986702127659574,18.919642986658673,RPS6KB1;EHMT2;IRS2,KEGG_2016
Mineral absorption_Homo sapiens_hsa04978,2/51,0.04226500677047822,1.0,0,0,6.127450980392156,19.386003666728715,TRPM7;ATP1A1,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,3/122,0.0436340705673175,1.0,0,0,3.8422131147540974,12.033492566950505,FGA;PPP1R12A;ROCK2,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,3/124,0.04542025757534884,1.0,0,0,3.780241935483871,11.687740945135562,RPS6KB1;IRS2;ACACB,KEGG_2016
mTOR signaling pathway_Homo sapiens_hsa04150,2/60,0.056549886602916176,1.0,0,0,5.208333333333333,14.961625425393176,RPS6KB1;EIF4B,KEGG_2016
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213,2/64,0.06336611615705344,1.0,0,0,4.8828125,13.470830106827085,RPS6KB1;IRS2,KEGG_2016
Adipocytokine signaling pathway_Homo sapiens_hsa04920,2/70,0.07407547816474783,1.0,0,0,4.4642857142857135,11.619065760713998,IRS2;ACACB,KEGG_2016
Fatty acid biosynthesis_Homo sapiens_hsa00061,1/13,0.08010173346833381,1.0,0,0,12.019230769230768,30.342040671147227,ACACB,KEGG_2016
Non-homologous end-joining_Homo sapiens_hsa03450,1/13,0.08010173346833381,1.0,0,0,12.019230769230768,30.342040671147227,PRKDC,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,2/74,0.08151326051837353,1.0,0,0,4.222972972972973,10.58694918168729,PTPN1;ERBB2,KEGG_2016
ErbB signaling pathway_Homo sapiens_hsa04012,2/87,0.10712078219458004,1.0,0,0,3.5919540229885056,8.023700702533635,RPS6KB1;ERBB2,KEGG_2016
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666,2/93,0.1195779233493698,1.0,0,0,3.3602150537634414,7.136381189125687,MARCKS;RPS6KB1,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,4/297,0.12340733121304633,1.0,0,0,2.104377104377104,4.4029140553897665,MARCKS;ZEB2;ERBB2;IRS2,KEGG_2016
Proximal tubule bicarbonate reclamation_Homo sapiens_hsa04964,1/23,0.13735685483536672,1.0,0,0,6.7934782608695645,13.486229347100675,ATP1A1,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,3/202,0.13987374647411074,1.0,0,0,2.320544554455445,4.5645461188462075,PPP1R12A;ROCK2;ERBB2,KEGG_2016
HIF-1 signaling pathway_Homo sapiens_hsa04066,2/103,0.14107056814502442,1.0,0,0,3.033980582524272,5.942035893525233,RPS6KB1;ERBB2,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,3/214,0.1578969909910323,1.0,0,0,2.1904205607476634,4.043105463617914,PPP1R12A;ABI2;ROCK2,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,2/120,0.17922819968213075,1.0,0,0,2.6041666666666665,4.476811006573344,PPP1R12A;ROCK2,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,2/127,0.19537231382279105,1.0,0,0,2.4606299212598426,4.017835234160181,ROCK2;EPHB2,KEGG_2016
Prion diseases_Homo sapiens_hsa05020,1/35,0.20141285726628289,1.0,0,0,4.4642857142857135,7.153564559286154,NCAM2,KEGG_2016
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960,1/39,0.22169789896274572,1.0,0,0,4.006410256410256,6.035415221727674,ATP1A1,KEGG_2016
Nicotine addiction_Homo sapiens_hsa05033,1/40,0.2266887573639651,1.0,0,0,3.90625,5.797567637774378,GRIA2,KEGG_2016
Pyruvate metabolism_Homo sapiens_hsa00620,1/40,0.2266887573639651,1.0,0,0,3.90625,5.797567637774378,ACACB,KEGG_2016
Bladder cancer_Homo sapiens_hsa05219,1/41,0.2316478603048811,1.0,0,0,3.8109756097560976,5.573692469209956,ERBB2,KEGG_2016
Carbohydrate digestion and absorption_Homo sapiens_hsa04973,1/45,0.2511707084426133,1.0,0,0,3.4722222222222223,4.797300200366045,ATP1A1,KEGG_2016
Hippo signaling pathway_Homo sapiens_hsa04390,2/153,0.25652280170023983,1.0,0,0,2.042483660130719,2.7788760678202227,YAP1;DLG1,KEGG_2016
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961,1/47,0.2607467527484319,1.0,0,0,3.3244680851063837,4.4687687456261145,ATP1A1,KEGG_2016
