Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Sulfur metabolism_Homo sapiens_hsa00920,1/10,0.02472594881725805,1.0,0,0,40.0,147.99608109585552,ETHE1,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,3/297,0.038072480680894506,1.0,0,0,4.040404040404041,13.205105251183632,ZEB2;IRS1;ERBB2,KEGG_2016
Pantothenate and CoA biosynthesis_Homo sapiens_hsa00770,1/18,0.044074494931692666,1.0,0,0,22.222222222222218,69.37497800124764,COASY,KEGG_2016
Hippo signaling pathway_Homo sapiens_hsa04390,2/153,0.05609600597575077,1.0,0,0,5.2287581699346415,15.062434842960007,FRMD6;CTGF,KEGG_2016
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760,1/29,0.07006575883720892,1.0,0,0,13.79310344827586,36.66649746129542,NT5C3A,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,2/176,0.07167932615047057,1.0,0,0,4.545454545454546,11.979785959828348,NT5C3A;AK1,KEGG_2016
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960,1/39,0.09309240170465724,1.0,0,0,10.256410256410255,24.350386793567683,IRS1,KEGG_2016
Bladder cancer_Homo sapiens_hsa05219,1/41,0.09763021468476817,1.0,0,0,9.75609756097561,22.69822689545236,ERBB2,KEGG_2016
Type II diabetes mellitus_Homo sapiens_hsa04930,1/48,0.11333801483691312,1.0,0,0,8.333333333333332,18.14483869590532,IRS1,KEGG_2016
Endometrial cancer_Homo sapiens_hsa05213,1/52,0.12219326087078625,1.0,0,0,7.6923076923076925,16.170395247094408,ERBB2,KEGG_2016
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923,1/56,0.13096181981447472,1.0,0,0,7.142857142857142,14.5203532147087,IRS1,KEGG_2016
Non-small cell lung cancer_Homo sapiens_hsa05223,1/56,0.13096181981447472,1.0,0,0,7.142857142857142,14.5203532147087,ERBB2,KEGG_2016
mTOR signaling pathway_Homo sapiens_hsa04150,1/60,0.13964452305344066,1.0,0,0,6.666666666666666,13.124368043030861,IRS1,KEGG_2016
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213,1/64,0.14824219418025958,1.0,0,0,6.25,11.930674347342356,IRS1,KEGG_2016
Pancreatic cancer_Homo sapiens_hsa05212,1/66,0.15250939797562668,1.0,0,0,6.0606060606060606,11.397145810689672,ERBB2,KEGG_2016
Central carbon metabolism in cancer_Homo sapiens_hsa05230,1/67,0.15463513630999146,1.0,0,0,5.970149253731343,11.144399380722325,ERBB2,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.15887094888113906,1.0,0,0,5.797101449275362,10.664713325094516,CD82,KEGG_2016
Adipocytokine signaling pathway_Homo sapiens_hsa04920,1/70,0.16098104828531062,1.0,0,0,5.7142857142857135,10.436963619656767,IRS1,KEGG_2016
