Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,8/167,2.4666759542906273e-05,0.007227360546071536,0,0,6.794920796704464,72.09447649845734,PRKCE;NPR2;NFATC2;ATP1A2;IRS2;ATP2B2;VDAC1;ATP2B1,KEGG_2016
mTOR signaling pathway_Homo sapiens_hsa04150,5/60,6.48638815216969e-05,0.009502558642928595,0,0,11.82033096926714,113.98604744989612,PRKCG;EIF4EBP1;BRAF;EIF4B;MTOR,KEGG_2016
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961,4/47,0.0003336748329233185,0.03258890868217744,0,0,12.071827372868569,96.63912591907041,PRKCG;CLTC;ATP1A2;ATP2B1,KEGG_2016
VEGF signaling pathway_Homo sapiens_hsa04370,4/61,0.0009046365727156457,0.06626462895142105,0,0,9.301244041390538,65.182906843649,CASP9;PRKCG;HSPB1;NFATC2,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,5/118,0.0014997651018551664,0.08788623496871276,0,0,6.01033778098329,39.08190156208715,PRKCG;CASP9;ATP1A2;MTOR;MED17,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,6/180,0.001758203602997512,0.08585894261304516,0,0,4.728132387706856,29.992731306363076,PRKCG;ITPKB;PTK2B;ATP2B2;VDAC1;ATP2B1,KEGG_2016
Tight junction_Homo sapiens_hsa04530,5/139,0.0030647828586884782,0.1282830539422463,0,0,5.1023011378131535,29.530989119628515,PRKCG;PRKCE;MAGI3;SHROOM1;SPTAN1,KEGG_2016
ErbB signaling pathway_Homo sapiens_hsa04012,4/87,0.0033514522636106077,0.12274693915473853,0,0,6.521561914078423,37.16221743251704,PRKCG;EIF4EBP1;BRAF;MTOR,KEGG_2016
Salivary secretion_Homo sapiens_hsa04970,4/89,0.003636756942453531,0.1183966426820983,0,0,6.375009960953064,35.80628221748749,PRKCG;ATP1A2;ATP2B2;ATP2B1,KEGG_2016
Type II diabetes mellitus_Homo sapiens_hsa04930,3/48,0.004705040783143871,0.1378576949461154,0,0,8.865248226950357,47.5099365065517,PRKCE;IRS2;MTOR,KEGG_2016
Pancreatic secretion_Homo sapiens_hsa04972,4/96,0.004764523549545667,0.1269095818197164,0,0,5.91016548463357,31.599040995729517,PRKCG;ATP1A2;ATP2B2;ATP2B1,KEGG_2016
Choline metabolism in cancer_Homo sapiens_hsa05231,4/101,0.005700206671311623,0.13918004622452546,0,0,5.6175830348992335,29.02747192851118,PRKCG;EIF4EBP1;RALGDS;MTOR,KEGG_2016
2-Oxocarboxylic acid metabolism_Homo sapiens_hsa01210,2/17,0.006261834324439534,0.14113211208159873,0,0,16.68752607425949,84.6605275547701,IDH1;GOT2,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,8/397,0.0072182132514764736,0.15106689162018622,0,0,2.858316808689283,14.094782725185974,PRKCG;CASP9;LAMA4;TPR;DVL2;BRAF;RALGDS;MTOR,KEGG_2016
Non-small cell lung cancer_Homo sapiens_hsa05223,3/56,0.007238714774879524,0.1413962286026467,0,0,7.598784194528875,37.449176334531934,CASP9;PRKCG;BRAF,KEGG_2016
RNA transport_Homo sapiens_hsa03013,5/172,0.007504167892411084,0.13742007452977795,0,0,4.123371268349002,20.172755623479887,NXF1;TPR;EIF4EBP1;NMD3;EIF4B,KEGG_2016
Acute myeloid leukemia_Homo sapiens_hsa05221,3/57,0.007601988681928214,0.13102251081205687,0,0,7.465472191116087,36.426617373978075,EIF4EBP1;BRAF;MTOR,KEGG_2016
Colorectal cancer_Homo sapiens_hsa05210,3/62,0.009578752223951905,0.1559208000898838,0,0,6.863417982155112,31.902593984242284,CASP9;BRAF;RALGDS,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,4/120,0.010354811220986408,0.15968208882889567,0,0,4.728132387706856,21.60900243504437,PRKCG;PRKCE;NPR2;BRAF,KEGG_2016
