Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Transcriptional misregulation in cancer_Homo sapiens_hsa05202,2/180,0.03348369164522462,1.0,0,0,6.9444444444444455,23.58817205031409,PER2;PML,KEGG_2016
Herpes simplex infection_Homo sapiens_hsa05168,2/185,0.035201445258873185,1.0,0,0,6.756756756756758,22.612622558988157,PER2;PML,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,2/211,0.04466607973071026,1.0,0,0,5.924170616113744,18.415526707007718,ARAP3;SIPA1L2,KEGG_2016
Circadian rhythm_Homo sapiens_hsa04710,1/30,0.04693587275779439,1.0,0,0,20.83333333333333,63.728604548640845,PER2,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,2/259,0.06426694766447122,1.0,0,0,4.826254826254826,13.246668982195375,ARAP3;PML,KEGG_2016
ABC transporters_Homo sapiens_hsa02010,1/44,0.06810207947577003,1.0,0,0,14.204545454545455,38.16402742432057,ABCC3,KEGG_2016
Acute myeloid leukemia_Homo sapiens_hsa05221,1/57,0.08734818103029572,1.0,0,0,10.964912280701752,26.730845027875414,PML,KEGG_2016
VEGF signaling pathway_Homo sapiens_hsa04370,1/61,0.0931921917759997,1.0,0,0,10.245901639344263,24.314460451103873,HSPB1,KEGG_2016
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970,1/66,0.10044624195903154,1.0,0,0,9.469696969696967,21.76261932269391,HARS,KEGG_2016
Bile secretion_Homo sapiens_hsa04976,1/71,0.10764406276133996,1.0,0,0,8.80281690140845,19.62082050934785,ABCC3,KEGG_2016
Salmonella infection_Homo sapiens_hsa05132,1/86,0.12890435205333026,1.0,0,0,7.267441860465117,14.888696268797588,MYH14,KEGG_2016
Circadian entrainment_Homo sapiens_hsa04713,1/95,0.1414241084723952,1.0,0,0,6.578947368421053,12.868368695148124,PER2,KEGG_2016
Amoebiasis_Homo sapiens_hsa05146,1/100,0.14830402193397793,1.0,0,0,6.25,11.928068187186934,HSPB1,KEGG_2016
Neurotrophin signaling pathway_Homo sapiens_hsa04722,1/120,0.17529347238641987,1.0,0,0,5.208333333333333,9.0692381487643,SH2B3,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,1/137,0.19758143745515006,1.0,0,0,4.562043795620436,7.397830465717652,PML,KEGG_2016
Ribosome_Homo sapiens_hsa03010,1/137,0.19758143745515006,1.0,0,0,4.562043795620436,7.397830465717652,RPS27L,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.200164865872884,1.0,0,0,4.496402877697841,7.232976270874688,MYH14,KEGG_2016
Apoptosis_Homo sapiens_hsa04210,1/140,0.2014535566507171,1.0,0,0,4.4642857142857135,7.152662554676926,PTPN13,KEGG_2016
Influenza A_Homo sapiens_hsa05164,1/175,0.2453118959475991,1.0,0,0,3.571428571428571,5.018660119241624,PML,KEGG_2016
cAMP signaling pathway_Homo sapiens_hsa04024,1/199,0.2740277262885029,1.0,0,0,3.1407035175879394,4.065722320601639,ARAP3,KEGG_2016
Epstein-Barr virus infection_Homo sapiens_hsa05169,1/202,0.2775419010078245,1.0,0,0,3.0940594059405937,3.9659138693421947,HSPB1,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,1/214,0.2914345284367487,1.0,0,0,2.920560747663551,3.6008758781944006,MYH14,KEGG_2016
MAPK signaling pathway_Homo sapiens_hsa04010,1/255,0.3369753626330682,1.0,0,0,2.4509803921568625,2.6660427921961602,HSPB1,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,1/397,0.4738087739004642,1.0,0,0,1.5743073047858942,1.1759311544030422,PML,KEGG_2016
