Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Tryptophan metabolism_Homo sapiens_hsa00380,2/40,0.004496424806807151,1.0,0,0,20.0,108.0894537070882,MAOB;EHHADH,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,3/202,0.01404639175527199,1.0,0,0,5.9405940594059405,25.33894889558186,ACTN1;ERBB2;FLNC,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,2/74,0.014752518467007557,1.0,0,0,10.810810810810812,45.58206991616636,ACTN1;ERBB2,KEGG_2016
Carbon metabolism_Homo sapiens_hsa01200,2/113,0.03250109931246501,1.0,0,0,7.0796460176991145,24.258275151996983,EHHADH;MTHFR,KEGG_2016
Glycosaminoglycan biosynthesis - keratan sulfate_Homo sapiens_hsa00533,1/15,0.036863278593606316,1.0,0,0,26.666666666666664,88.01438356002838,CHST6,KEGG_2016
Phenylalanine metabolism_Homo sapiens_hsa00360,1/17,0.04167665479123348,1.0,0,0,23.529411764705877,74.77209750789152,MAOB,KEGG_2016
Nitrogen metabolism_Homo sapiens_hsa00910,1/17,0.04167665479123348,1.0,0,0,23.529411764705877,74.77209750789152,CA3,KEGG_2016
Glycosaminoglycan degradation_Homo sapiens_hsa00531,1/19,0.04646645529524364,1.0,0,0,21.052631578947366,64.61104459404247,IDS,KEGG_2016
One carbon pool by folate_Homo sapiens_hsa00670,1/20,0.04885254998202776,1.0,0,0,20.0,60.37897403219026,MTHFR,KEGG_2016
Terpenoid backbone biosynthesis_Homo sapiens_hsa00900,1/22,0.05360719859925478,1.0,0,0,18.181818181818183,53.201307594513,PDSS2,KEGG_2016
Histidine metabolism_Homo sapiens_hsa00340,1/24,0.05833855301300996,1.0,0,0,16.666666666666664,47.358201958447005,MAOB,KEGG_2016
Butanoate metabolism_Homo sapiens_hsa00650,1/28,0.0677318256109869,1.0,0,0,14.285714285714285,38.45998731248545,EHHADH,KEGG_2016
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760,1/29,0.07006575883720892,1.0,0,0,13.79310344827586,36.66649746129542,NNMT,KEGG_2016
Alcoholism_Homo sapiens_hsa05034,2/179,0.07380611238780653,1.0,0,0,4.46927374301676,11.648329506692233,HDAC5;MAOB,KEGG_2016
beta-Alanine metabolism_Homo sapiens_hsa00410,1/31,0.07471646000262762,1.0,0,0,12.903225806451614,33.47167565190146,EHHADH,KEGG_2016
Propanoate metabolism_Homo sapiens_hsa00640,1/32,0.07703325543276686,1.0,0,0,12.5,32.043975770353974,EHHADH,KEGG_2016
Tyrosine metabolism_Homo sapiens_hsa00350,1/35,0.08394958536129378,1.0,0,0,11.428571428571427,28.314729538123522,MAOB,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,6/1239,0.0872206749931193,1.0,0,0,1.937046004842615,4.725063201211961,NNMT;MAOB;EHHADH;IDS;MTHFR;CDS2,KEGG_2016
