Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970,3/66,0.0004707655717429264,0.13793431252067742,0,0,19.76284584980237,151.40613265595135,LARS2;GATC;QRSL1,KEGG_2016
Nitrogen metabolism_Homo sapiens_hsa00910,2/17,0.0006885050542203426,0.1008659904432802,0,0,51.15089514066496,372.4290485374414,CA5B;CA3,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,9/1239,0.0017929497566493017,0.17511142623274845,0,0,3.158227181808612,19.972291104427665,LAMA5;NADK2;CKM;P4HA1;OXSM;GATC;RGN;ST3GAL4;QRSL1,KEGG_2016
Bladder cancer_Homo sapiens_hsa05219,2/41,0.004008172804428476,0.2935986579243859,0,0,21.208907741251327,117.06086534998151,SRC;KRAS,KEGG_2016
Arginine and proline metabolism_Homo sapiens_hsa00330,2/50,0.0059097422436154325,0.3463108954758644,0,0,17.391304347826086,89.23744455855095,CKM;P4HA1,KEGG_2016
VEGF signaling pathway_Homo sapiens_hsa04370,2/61,0.008688143683921566,0.4242710165648365,0,0,14.255167498218105,67.65211657480701,SRC;KRAS,KEGG_2016
Prolactin signaling pathway_Homo sapiens_hsa04917,2/72,0.011942402007789574,0.4998748268974778,0,0,12.07729468599034,53.47415480759162,SRC;KRAS,KEGG_2016
ErbB signaling pathway_Homo sapiens_hsa04012,2/87,0.017102780574830327,0.6263893385531607,0,0,9.995002498750624,40.664809814865954,SRC;KRAS,KEGG_2016
Gap junction_Homo sapiens_hsa04540,2/88,0.017475177563765067,0.5689141140203517,0,0,9.881422924901186,39.9898599792222,SRC;KRAS,KEGG_2016
GABAergic synapse_Homo sapiens_hsa04727,2/88,0.017475177563765067,0.5120227026183166,0,0,9.881422924901186,39.9898599792222,GABRB1;SRC,KEGG_2016
GnRH signaling pathway_Homo sapiens_hsa04912,2/91,0.01861298875864721,0.4957823369348758,0,0,9.555661729574776,38.068758926113844,SRC;KRAS,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,2/99,0.02179538513328187,0.5321706536709656,0,0,8.78348704435661,33.60612229012458,SRC;KRAS,KEGG_2016
Serotonergic synapse_Homo sapiens_hsa04726,2/112,0.027408522978800767,0.6177459409837405,0,0,7.763975155279502,27.92625199018663,GABRB1;KRAS,KEGG_2016
Fatty acid biosynthesis_Homo sapiens_hsa00061,1/13,0.029499383581537333,0.6173799563850313,0,0,33.44481605351171,117.83899369216672,OXSM,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,2/118,0.0301753688592673,0.5894255383843546,0,0,7.369196757553428,25.79756291872531,SRC;KRAS,KEGG_2016
Sphingolipid signaling pathway_Homo sapiens_hsa04071,2/120,0.031121492292215686,0.5699123276011998,0,0,7.246376811594202,25.143888608601106,KRAS;S1PR3,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,2/127,0.034524373359081005,0.5950377290712198,0,0,6.846970215679562,23.047516126011434,KRAS;PLXNC1,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,2/133,0.037551400127929575,0.6112533465268536,0,0,6.538084341288003,21.45828450106824,KRAS;EIF3E,KEGG_2016
Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650,2/135,0.03858243226768875,0.5949817186543581,0,0,6.4412238325281805,20.965914516649363,TNFRSF10B;KRAS,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,2/137,0.039624280041373784,0.580495702606126,0,0,6.3471913678197405,20.490721778817047,WWP2;UBE2L3,KEGG_2016
Tight junction_Homo sapiens_hsa04530,2/139,0.04067682706749085,0.5675385871797533,0,0,6.255864873318736,20.031884317806558,SRC;KRAS,KEGG_2016
Apoptosis_Homo sapiens_hsa04210,2/140,0.04120707665047083,0.5488033390267252,0,0,6.211180124223603,19.80835573922578,TNFRSF10B;KRAS,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,2/146,0.04444333679972635,0.5661694644486878,0,0,5.955926146515782,18.544015673181,SRC;KRAS,KEGG_2016
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_Homo sapiens_hsa00532,1/20,0.045029336387548594,0.5497331483979891,0,0,21.73913043478261,67.40089308469278,CHST3,KEGG_2016
Terpenoid backbone biosynthesis_Homo sapiens_hsa00900,1/22,0.049421635543190894,0.5792215685661973,0,0,19.76284584980237,59.43413012265263,PDSS2,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,2/158,0.051187872435854806,0.5768479470655945,0,0,5.50357732526142,16.358022242604196,SRC;KRAS,KEGG_2016
Glycosphingolipid biosynthesis - lacto and neolacto series_Homo sapiens_hsa00601,1/26,0.05814702809836536,0.6310029345489278,0,0,16.722408026755854,47.57158041525521,ST3GAL4,KEGG_2016
Dorso-ventral axis formation_Homo sapiens_hsa04320,1/27,0.06031610495649811,0.631164955437641,0,0,16.10305958132045,45.219905480993795,KRAS,KEGG_2016
Ascorbate and aldarate metabolism_Homo sapiens_hsa00053,1/27,0.06031610495649811,0.6094006466294464,0,0,16.10305958132045,45.219905480993795,RGN,KEGG_2016
Thyroid cancer_Homo sapiens_hsa05216,1/29,0.06463960869794699,0.6313135116166156,0,0,14.992503748125934,41.0633870816583,KRAS,KEGG_2016
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760,1/29,0.06463960869794699,0.6109485596289829,0,0,14.992503748125934,41.0633870816583,NADK2,KEGG_2016
Pentose phosphate pathway_Homo sapiens_hsa00030,1/29,0.06463960869794699,0.5918564171405771,0,0,14.992503748125934,41.0633870816583,RGN,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,2/187,0.06885882000866693,0.6113828564405881,0,0,4.650081376424088,12.442208590147107,SRC;KRAS,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,2/202,0.07868160377184025,0.6780502913279174,0,0,4.304778303917348,10.9442354808165,LAMA5;SRC,KEGG_2016
Proteoglycans in cancer_Homo sapiens_hsa05205,2/203,0.07935154632457563,0.6642858020885902,0,0,4.283572499464554,10.85400447550798,SRC;KRAS,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,2/205,0.0806968805471697,0.6567829444533534,0,0,4.241781548250265,10.676798979355668,SRC;KRAS,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,2/211,0.0847756550140264,0.6713315383543171,0,0,4.121162167731301,10.16998501751665,SRC;KRAS,KEGG_2016
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960,1/39,0.08596690914993177,0.6628501152876318,0,0,11.148272017837234,27.355549989975408,KRAS,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,2/214,0.08683854290029809,0.6524023864048036,0,0,4.063388866314506,9.929722524353615,SRC;KRAS,KEGG_2016
Nicotine addiction_Homo sapiens_hsa05033,1/40,0.08807328892912575,0.6451368414058462,0,0,10.869565217391305,26.408543286666195,GABRB1,KEGG_2016
Sphingolipid metabolism_Homo sapiens_hsa00600,1/47,0.10268556547660973,0.7338261142596745,0,0,9.250693802035153,21.055353582789675,ARSA,KEGG_2016
Fatty acid metabolism_Homo sapiens_hsa01212,1/48,0.10475424665272434,0.7307855778392436,0,0,9.057971014492754,20.436034240617605,OXSM,KEGG_2016
Endometrial cancer_Homo sapiens_hsa05213,1/52,0.11298241718058168,0.7698569356723357,0,0,8.361204013377927,18.231798265456547,KRAS,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,2/259,0.11945329805772463,0.7954503711571207,0,0,3.357394661742488,7.133892211615289,SRC;KIF5B,KEGG_2016
Non-small cell lung cancer_Homo sapiens_hsa05223,1/56,0.12113659247839492,0.7887338132482158,0,0,7.763975155279502,16.388482194214514,KRAS,KEGG_2016
Acute myeloid leukemia_Homo sapiens_hsa05221,1/57,0.12316365091495216,0.7844989069148042,0,0,7.627765064836002,15.974380722278385,KRAS,KEGG_2016
