Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Sulfur relay system_Homo sapiens_hsa04122,2/10,0.0010850384206118585,0.3179162572392745,0,0,40.0,273.0455952765794,TRMU;MOCS2,KEGG_2016
N-Glycan biosynthesis_Homo sapiens_hsa00510,2/49,0.024991188433223118,1.0,0,0,8.163265306122447,30.116179419710843,ALG9;ALG11,KEGG_2016
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014,2/51,0.026921481071539247,1.0,0,0,7.84313725490196,28.351613789825105,CASP9;CCS,KEGG_2016
RNA degradation_Homo sapiens_hsa03018,2/77,0.05685706083640967,1.0,0,0,5.194805194805196,14.894622677037725,ZCCHC7;CNOT6L,KEGG_2016
Folate biosynthesis_Homo sapiens_hsa00790,1/14,0.0677909321684321,1.0,0,0,14.285714285714285,38.44752624012465,MOCS2,KEGG_2016
NF-kappa B signaling pathway_Homo sapiens_hsa04064,2/93,0.07902008216924429,1.0,0,0,4.301075268817205,10.916358082346973,PIAS4;VCAM1,KEGG_2016
Pyrimidine metabolism_Homo sapiens_hsa00240,2/105,0.09711249980836767,1.0,0,0,3.8095238095238098,8.883372116872001,UCK1;NME1,KEGG_2016
Leukocyte transendothelial migration_Homo sapiens_hsa04670,2/118,0.11787779078342896,1.0,0,0,3.3898305084745757,7.2478198729541505,CLDN5;VCAM1,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,2/118,0.11787779078342896,1.0,0,0,3.3898305084745757,7.2478198729541505,CASP9;MED13,KEGG_2016
Maturity onset diabetes of the young_Homo sapiens_hsa04950,1/26,0.12226224762866918,1.0,0,0,7.6923076923076925,16.16605361956738,PAX6,KEGG_2016
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760,1/29,0.13538019382269004,1.0,0,0,6.896551724137932,13.790815229027743,NMNAT2,KEGG_2016
Mucin type O-Glycan biosynthesis_Homo sapiens_hsa00512,1/31,0.14401747150131122,1.0,0,0,6.451612903225807,12.502068754166405,GALNT10,KEGG_2016
Propanoate metabolism_Homo sapiens_hsa00640,1/32,0.14830402193397793,1.0,0,0,6.25,11.928068187186934,ECHDC1,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,2/137,0.14995070808433186,1.0,0,0,2.9197080291970803,5.539996063246746,PIAS4;UBE2M,KEGG_2016
SNARE interactions in vesicular transport_Homo sapiens_hsa04130,1/34,0.1568134700259566,1.0,0,0,5.882352941176469,10.898225111633737,STX18,KEGG_2016
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514,2/142,0.1586628248567463,1.0,0,0,2.8169014084507036,5.185842047323104,CLDN5;VCAM1,KEGG_2016
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550,2/142,0.1586628248567463,1.0,0,0,2.8169014084507036,5.185842047323104,ID4;PAX6,KEGG_2016
African trypanosomiasis_Homo sapiens_hsa05143,1/35,0.16103657577419495,1.0,0,0,5.7142857142857135,10.434992920440827,VCAM1,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,9/1239,0.16658104682881605,1.0,0,0,1.452784503631961,2.603786905937996,MOCS2;ALG9;UCK1;POLG2;UAP1;ALG11;NMNAT2;GALNT10;NME1,KEGG_2016
Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860,1/42,0.1900176905858975,1.0,0,0,4.761904761904762,7.907800489567308,HMOX1,KEGG_2016
Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962,1/44,0.19811441496549975,1.0,0,0,4.545454545454546,7.358684371906615,RAB11B,KEGG_2016
Drug metabolism - other enzymes_Homo sapiens_hsa00983,1/46,0.20613100438312365,1.0,0,0,4.3478260869565215,6.866275516137417,UCK1,KEGG_2016
Sphingolipid metabolism_Homo sapiens_hsa00600,1/47,0.2101094941683413,1.0,0,0,4.25531914893617,6.6388360993413205,CERK,KEGG_2016
Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520,1/48,0.2140682440880332,1.0,0,0,4.166666666666666,6.422751738290367,UAP1,KEGG_2016
Malaria_Homo sapiens_hsa05144,1/49,0.21800735103248006,1.0,0,0,4.081632653061224,6.217251005833013,VCAM1,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,2/176,0.21989152327234612,1.0,0,0,2.272727272727273,3.4423202960602914,PDE1C;NME1,KEGG_2016
Tuberculosis_Homo sapiens_hsa05152,2/178,0.2235668416141477,1.0,0,0,2.2471910112359548,3.3663929034056164,CASP9;CAMP,KEGG_2016
Mineral absorption_Homo sapiens_hsa04978,1/51,0.22582702165646545,1.0,0,0,3.92156862745098,5.835239073221996,HMOX1,KEGG_2016
Endometrial cancer_Homo sapiens_hsa05213,1/52,0.22970777681698884,1.0,0,0,3.8461538461538463,5.657489667122652,CASP9,KEGG_2016
Legionellosis_Homo sapiens_hsa05134,1/55,0.2412348616553018,1.0,0,0,3.636363636363636,5.170851964898946,CASP9,KEGG_2016
Non-small cell lung cancer_Homo sapiens_hsa05223,1/56,0.2450391435680433,1.0,0,0,3.571428571428571,5.022633255477647,CASP9,KEGG_2016
NOD-like receptor signaling pathway_Homo sapiens_hsa04621,1/57,0.24882454141300064,1.0,0,0,3.5087719298245608,4.880727311795977,SUGT1,KEGG_2016
Viral myocarditis_Homo sapiens_hsa05416,1/59,0.25633905564263204,1.0,0,0,3.3898305084745757,4.614421270136939,CASP9,KEGG_2016
VEGF signaling pathway_Homo sapiens_hsa04370,1/61,0.26377914130867525,1.0,0,0,3.278688524590164,4.369321678429927,CASP9,KEGG_2016
Colorectal cancer_Homo sapiens_hsa05210,1/62,0.2674715018007107,1.0,0,0,3.2258064516129035,4.254007269825201,CASP9,KEGG_2016
Renin secretion_Homo sapiens_hsa04924,1/64,0.2748013108427819,1.0,0,0,3.125,4.036584213984625,PDE1C,KEGG_2016
Pancreatic cancer_Homo sapiens_hsa05212,1/66,0.28205850257636833,1.0,0,0,3.0303030303030303,3.835275071562012,CASP9,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.2928096888806698,1.0,0,0,2.898550724637681,3.5600939333420603,CASP9,KEGG_2016
ECM-receptor interaction_Homo sapiens_hsa04512,1/82,0.3375858460637784,1.0,0,0,2.4390243902439024,2.6486230300140305,TNC,KEGG_2016
Chemical carcinogenesis_Homo sapiens_hsa05204,1/82,0.3375858460637784,1.0,0,0,2.4390243902439024,2.6486230300140305,SULT1A4,KEGG_2016
Peroxisome_Homo sapiens_hsa04146,1/83,0.3409115467213686,1.0,0,0,2.409638554216868,2.5930897087373093,PXMP4,KEGG_2016
Taste transduction_Homo sapiens_hsa04742,1/83,0.3409115467213686,1.0,0,0,2.409638554216868,2.5930897087373093,PDE1C,KEGG_2016
TGF-beta signaling pathway_Homo sapiens_hsa04350,1/84,0.34422071652682057,1.0,0,0,2.380952380952381,2.5392195465402807,ID4,KEGG_2016
Small cell lung cancer_Homo sapiens_hsa05222,1/86,0.3507897886854045,1.0,0,0,2.3255813953488373,2.436204947809941,CASP9,KEGG_2016
Salivary secretion_Homo sapiens_hsa04970,1/89,0.3605214364245345,1.0,0,0,2.2471910112359548,2.292592946042321,CAMP,KEGG_2016
Prostate cancer_Homo sapiens_hsa05215,1/89,0.3605214364245345,1.0,0,0,2.2471910112359548,2.292592946042321,CASP9,KEGG_2016
mRNA surveillance pathway_Homo sapiens_hsa03015,1/91,0.3669288252624232,1.0,0,0,2.1978021978021984,2.2034887612095706,GSPT2,KEGG_2016
Morphine addiction_Homo sapiens_hsa05032,1/91,0.3669288252624232,1.0,0,0,2.1978021978021984,2.2034887612095706,PDE1C,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,2/258,0.3705438279551697,1.0,0,0,1.550387596899225,1.5391992979320257,RANBP1;VCAM1,KEGG_2016
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933,1/101,0.3980246944821334,1.0,0,0,1.98019801980198,1.8242400577920368,VCAM1,KEGG_2016
HIF-1 signaling pathway_Homo sapiens_hsa04066,1/103,0.4040599390731852,1.0,0,0,1.9417475728155336,1.7595962096763211,HMOX1,KEGG_2016
TNF signaling pathway_Homo sapiens_hsa04668,1/110,0.4247153626139249,1.0,0,0,1.818181818181818,1.5569746717390318,VCAM1,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,2/297,0.4387599969995228,1.0,0,0,1.3468013468013469,1.1094986118216057,TNC;HMOX1,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,1/118,0.4474548000683968,1.0,0,0,1.6949152542372878,1.3630165284785922,CASP9,KEGG_2016
Lysosome_Homo sapiens_hsa04142,1/123,0.4612126761903753,1.0,0,0,1.6260162601626018,1.2583674889918048,GGA1,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,1/124,0.4639232772068564,1.0,0,0,1.6129032258064515,1.2387678891534395,RAB11B,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,1/127,0.471974339207137,1.0,0,0,1.574803149606299,1.1824104897024332,EPHA7,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,1/133,0.487719053875974,1.0,0,0,1.5037593984962403,1.079722929599623,CLDN5,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.502998845735877,1.0,0,0,1.4388489208633093,0.9887300771866454,CLDN5,KEGG_2016
Apoptosis_Homo sapiens_hsa04210,1/140,0.5055012372413341,1.0,0,0,1.4285714285714286,0.974578275664418,CASP9,KEGG_2016
Parkinson's disease_Homo sapiens_hsa05012,1/142,0.5104686592356167,1.0,0,0,1.4084507042253518,0.9470789233136104,CASP9,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,2/341,0.5107231568804805,1.0,0,0,1.1730205278592376,0.7881848714892374,CASP9;TNC,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.5202557726245733,1.0,0,0,1.3698630136986298,0.8951160519224665,CASP9,KEGG_2016
Phagosome_Homo sapiens_hsa04145,1/154,0.5392525329667543,1.0,0,0,1.2987012987012987,0.8020406448322535,STX18,KEGG_2016
Jak-STAT signaling pathway_Homo sapiens_hsa04630,1/158,0.5484697017864213,1.0,0,0,1.2658227848101264,0.7602825811437153,PIAS4,KEGG_2016
Alzheimer's disease_Homo sapiens_hsa05010,1/168,0.5707216454532212,1.0,0,0,1.1904761904761905,0.6676829455446525,CASP9,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,1/169,0.5728862133976284,1.0,0,0,1.183431952662722,0.6592522632485189,AMFR,KEGG_2016
Influenza A_Homo sapiens_hsa05164,1/175,0.5856485564286572,1.0,0,0,1.1428571428571428,0.6114690312843766,CASP9,KEGG_2016
Transcriptional misregulation in cancer_Homo sapiens_hsa05202,1/180,0.5959948895695214,1.0,0,0,1.1111111111111112,0.5750257627792575,TFE3,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,1/180,0.5959948895695214,1.0,0,0,1.1111111111111112,0.5750257627792575,PDE1C,KEGG_2016
Huntington's disease_Homo sapiens_hsa05016,1/193,0.6217136526856437,1.0,0,0,1.0362694300518134,0.492513634923143,CASP9,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,1/202,0.6385626197623779,1.0,0,0,0.99009900990099,0.44409458918865535,TNC,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.6440121337651465,1.0,0,0,0.975609756097561,0.4293050846878537,RANBP1,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.7292914958406512,1.0,0,0,0.7722007722007722,0.2437697063898056,RAB11B,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,1/397,0.8660093532267461,1.0,0,0,0.5037783375314862,0.07247333500516291,CASP9,KEGG_2016
Olfactory transduction_Homo sapiens_hsa04740,1/415,0.877798227862361,1.0,0,0,0.4819277108433736,0.06281374485296994,PDE1C,KEGG_2016
