Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
DNA replication_Homo sapiens_hsa03030,3/36,8.055663663694987e-06,0.0023603094534626317,0,0,75.75757575757575,888.5708449400877,POLA1;MCM3;MCM6,KEGG_2016
Cell cycle_Homo sapiens_hsa04110,3/124,0.00032864442920766714,0.048146408878923234,0,0,21.994134897360702,176.4047101304323,CCNE1;MCM3;MCM6,KEGG_2016
Non-homologous end-joining_Homo sapiens_hsa03450,1/13,0.014210109163131231,1.0,0,0,69.93006993006993,297.46864718658287,RAD50,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,2/176,0.015846244334273996,1.0,0,0,10.330578512396693,42.818416913791815,POLA1;PDE4B,KEGG_2016
Nitrogen metabolism_Homo sapiens_hsa00910,1/17,0.018543549289368702,1.0,0,0,53.475935828877,213.24242233211848,CA3,KEGG_2016
Homologous recombination_Homo sapiens_hsa03440,1/29,0.031435050111481094,1.0,0,0,31.34796238244514,108.45867595668459,RAD50,KEGG_2016
Vibrio cholerae infection_Homo sapiens_hsa05110,1/51,0.054650837368504415,1.0,0,0,17.825311942959,51.814451730641224,TJP1,KEGG_2016
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120,1/68,0.07222550672020589,1.0,0,0,13.36898395721925,35.133182042758854,TJP1,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.07324953836364095,1.0,0,0,13.175230566534914,34.43851559035143,CCNE1,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,1/74,0.07835353419741102,1.0,0,0,12.285012285012286,31.284081122617746,TJP1,KEGG_2016
Small cell lung cancer_Homo sapiens_hsa05222,1/86,0.0904938789441273,1.0,0,0,10.570824524312897,25.396121210784003,CCNE1,KEGG_2016
Salmonella infection_Homo sapiens_hsa05132,1/86,0.0904938789441273,1.0,0,0,10.570824524312897,25.396121210784003,TJP1,KEGG_2016
Gap junction_Homo sapiens_hsa04540,1/88,0.09250237037972572,1.0,0,0,10.330578512396693,24.592159184559158,TJP1,KEGG_2016
Prostate cancer_Homo sapiens_hsa05215,1/89,0.09350502774722416,1.0,0,0,10.21450459652707,24.205720852253428,CCNE1,KEGG_2016
Morphine addiction_Homo sapiens_hsa05032,1/91,0.09550717106974846,1.0,0,0,9.990009990009993,23.462077368421173,PDE4B,KEGG_2016
mRNA surveillance pathway_Homo sapiens_hsa03015,1/91,0.09550717106974846,1.0,0,0,9.990009990009993,23.462077368421173,ACIN1,KEGG_2016
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666,1/93,0.09750509294280582,1.0,0,0,9.775171065493646,22.755138485158586,AMPH,KEGG_2016
Pyrimidine metabolism_Homo sapiens_hsa00240,1/105,0.10940444726923504,1.0,0,0,8.658008658008658,19.157608124372068,POLA1,KEGG_2016
Glutamatergic synapse_Homo sapiens_hsa04724,1/114,0.1182305252425444,1.0,0,0,7.974481658692183,17.026466958278984,DLGAP1,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,1/123,0.12697307262878255,1.0,0,0,7.390983000739099,15.25336468255263,CCNE1,KEGG_2016
Spliceosome_Homo sapiens_hsa03040,1/134,0.13754606977726386,1.0,0,0,6.784260515603799,13.458591350526815,ACIN1,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.1394552542319498,1.0,0,0,6.684491978609625,13.168525985083807,CCNE1,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,1/137,0.14040833300105676,1.0,0,0,6.635700066357,13.027209272012605,UBA1,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.14231146861678826,1.0,0,0,6.540222367560498,12.751714731833243,TJP1,KEGG_2016
Parkinson's disease_Homo sapiens_hsa05012,1/142,0.14515863257954198,1.0,0,0,6.402048655569782,12.355493705332718,UBA1,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.14894081994187405,1.0,0,0,6.2266500622665,11.85682586259241,CCNE1,KEGG_2016
RNA transport_Homo sapiens_hsa03013,1/172,0.17313846910609082,1.0,0,0,5.2854122621564485,9.268835122494774,ACIN1,KEGG_2016
cAMP signaling pathway_Homo sapiens_hsa04024,1/199,0.1975710304615086,1.0,0,0,4.568296025582457,7.4082097368314015,PDE4B,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.20290611470631448,1.0,0,0,4.434589800443459,7.073223485822131,CCNE1,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.2494220970607018,1.0,0,0,3.5100035100035094,4.8740212312253295,AMPH,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.2805898059543165,1.0,0,0,3.0609121518212423,3.8899952293568485,CCNE1,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,1/341,0.3151355035366179,1.0,0,0,2.6659557451346307,3.07851922872716,CCNE1,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,1/397,0.3568168073607432,1.0,0,0,2.289901534234028,2.3598185792398625,CCNE1,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,1/1239,0.7552954989708587,1.0,0,0,0.7337295472888693,0.205918421704142,POLA1,KEGG_2016
