Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Lysosome_Homo sapiens_hsa04142,6/123,3.55977478623358e-05,0.010430140123664387,0,0,9.75609756097561,99.93393350635485,ABCA2;FUCA1;ACP5;ABCB9;LIPA;LGMN,KEGG_2016
Histidine metabolism_Homo sapiens_hsa00340,3/24,0.0002274364078236541,0.03331943374616532,0,0,25.0,209.7159971174457,ALDH1B1;CARNS1;CNDP1,KEGG_2016
beta-Alanine metabolism_Homo sapiens_hsa00410,3/31,0.0004924436798304107,0.04809533273010344,0,0,19.354838709677423,147.40897663675224,ALDH1B1;CARNS1;CNDP1,KEGG_2016
Complement and coagulation cascades_Homo sapiens_hsa04610,4/79,0.0006632466538337369,0.048582817393321216,0,0,10.126582278481012,74.11001124116163,CFD;C7;F13B;A2M,KEGG_2016
Glycerophospholipid metabolism_Homo sapiens_hsa00564,4/95,0.0013222438715387627,0.0774834908721715,0,0,8.421052631578947,55.81831648759779,PLA2G16;PHOSPHO1;GPD1;LCAT,KEGG_2016
Ether lipid metabolism_Homo sapiens_hsa00565,3/45,0.001477785092690149,0.07216517202636895,0,0,13.333333333333332,86.89614494882929,UGT8;PLA2G16;ENPP2,KEGG_2016
Arginine and proline metabolism_Homo sapiens_hsa00330,3/50,0.0020046761378758565,0.08391001548537512,0,0,12.0,74.54727310217396,ALDH1B1;CARNS1;CNDP1,KEGG_2016
ABC transporters_Homo sapiens_hsa02010,2/44,0.020429483861515326,0.7482298464279987,0,0,9.090909090909092,35.37069212932067,ABCA2;ABCB9,KEGG_2016
Sphingolipid metabolism_Homo sapiens_hsa00600,2/47,0.02312055761715071,0.7527025979805732,0,0,8.51063829787234,32.059856315573896,UGT8;CERS2,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,3/124,0.024338598316902618,0.7131209306852468,0,0,4.838709677419356,17.979153777670227,LIPE;PPP2R1B;ADIPOR2,KEGG_2016
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923,2/56,0.03199941777272016,0.8523481279460916,0,0,7.142857142857142,24.58598264964592,LIPE;PLA2G16,KEGG_2016
Antigen processing and presentation_Homo sapiens_hsa04612,2/77,0.05685706083640967,1.0,0,0,5.194805194805196,14.894622677037725,HSPA2;LGMN,KEGG_2016
Other glycan degradation_Homo sapiens_hsa00511,1/18,0.08630995715059278,1.0,0,0,11.111111111111109,27.22011454677836,FUCA1,KEGG_2016
Steroid biosynthesis_Homo sapiens_hsa00100,1/20,0.09543241646248146,1.0,0,0,10.0,23.493369630410037,LIPA,KEGG_2016
Vitamin digestion and absorption_Homo sapiens_hsa04977,1/24,0.11340768358102404,1.0,0,0,8.333333333333332,18.139717779478577,FOLH1,KEGG_2016
Fatty acid elongation_Homo sapiens_hsa00062,1/25,0.11784596404042172,1.0,0,0,8.0,17.1070151741399,ELOVL1,KEGG_2016
alpha-Linolenic acid metabolism_Homo sapiens_hsa00592,1/25,0.11784596404042172,1.0,0,0,8.0,17.1070151741399,PLA2G16,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,2/118,0.11787779078342896,1.0,0,0,3.3898305084745757,7.2478198729541505,IL10RB;HSPA2,KEGG_2016
Sphingolipid signaling pathway_Homo sapiens_hsa04071,2/120,0.12116571332561665,1.0,0,0,3.333333333333333,7.035320462405979,PPP2R1B;CERS2,KEGG_2016
Ascorbate and aldarate metabolism_Homo sapiens_hsa00053,1/27,0.12665664230282664,1.0,0,0,7.4074074074074066,15.305744131674476,ALDH1B1,KEGG_2016
Glyoxylate and dicarboxylate metabolism_Homo sapiens_hsa00630,1/28,0.1310292553948657,1.0,0,0,7.142857142857142,14.51667612206475,GLDC,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,2/127,0.13284650794214892,1.0,0,0,3.149606299212598,6.357672103437501,RGS3;SEMA3B,KEGG_2016
Linoleic acid metabolism_Homo sapiens_hsa00591,1/29,0.13538019382269004,1.0,0,0,6.896551724137932,13.790815229027743,PLA2G16,KEGG_2016
Ribosome_Homo sapiens_hsa03010,2/137,0.14995070808433186,1.0,0,0,2.9197080291970803,5.539996063246746,MRPS16;MRPL11,KEGG_2016
