Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Glucagon signaling pathway_Homo sapiens_hsa04922,5/101,0.00015307759902642934,0.0448517365147438,0,0,9.900990099009901,86.97589685115327,GYS1;PLCB3;SLC2A1;AKT1;FOXO1,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,5/118,0.0003162515503094389,0.046330852120332805,0,0,8.47457627118644,68.29637809974852,PFKFB2;PLCB3;SLC2A1;AKT1;FOXO1,KEGG_2016
Biosynthesis of amino acids_Homo sapiens_hsa01230,4/74,0.0005176957720029004,0.05056162039894994,0,0,10.810810810810812,81.79592217271555,SDS;PGK1;ALDH7A1;GAPDH,KEGG_2016
HIF-1 signaling pathway_Homo sapiens_hsa04066,4/103,0.0017813101415649587,0.1304809678696332,0,0,7.766990291262134,49.16820311325594,SLC2A1;PGK1;AKT1;GAPDH,KEGG_2016
Insulin resistance_Homo sapiens_hsa04931,4/109,0.0021909058335320935,0.12838708184498068,0,0,7.339449541284404,44.942680352694225,GYS1;SLC2A1;AKT1;FOXO1,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,4/124,0.003490192723516645,0.17043774466506287,0,0,6.451612903225807,36.50192466228678,PFKFB2;GYS1;AKT1;FOXO1,KEGG_2016
Renal cell carcinoma_Homo sapiens_hsa05211,3/66,0.004418151436739624,0.1849311958521014,0,0,9.090909090909092,49.291217248689215,SLC2A1;AKT1;CRK,KEGG_2016
Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010,3/67,0.004608650082634318,0.16879180927648196,0,0,8.955223880597012,48.17749512159754,PGK1;ALDH7A1;GAPDH,KEGG_2016
Insulin signaling pathway_Homo sapiens_hsa04910,4/139,0.005234517220934926,0.17041261619265924,0,0,5.755395683453237,30.23010451982264,GYS1;AKT1;CRK;FOXO1,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,3/99,0.013455042954298502,0.3942327585609461,0,0,6.0606060606060606,26.111523044648504,PLCB3;AKT1;FKBP4,KEGG_2016
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933,3/101,0.014194132732163071,0.37808008095670737,0,0,5.9405940594059405,25.27679160972115,PLCB3;AKT1;FOXO1,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,6/397,0.014721646998963727,0.359453547558031,0,0,3.022670025188917,12.750940907074769,PLCB3;DAPK1;SLC2A1;AKT1;CRK;FOXO1,KEGG_2016
"Glycine, serine and threonine metabolism_Homo sapiens_hsa00260",2/40,0.017063182912830144,0.3845778918045563,0,0,10.0,40.70832182642732,SDS;ALDH7A1,KEGG_2016
