Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,3/214,0.0007352765939845563,0.21543604203747505,0,0,16.492578339747116,118.99830364807741,F2R;MSN;SSH3,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,3/277,0.0015476078248931491,0.2267245463468464,0,0,12.741558717349756,82.45119828843062,EDNRA;CALCRL;F2R,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,2/120,0.004577501584745696,0.44706932144349626,0,0,19.607843137254907,105.61964578847744,EDNRA;CALCRL,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,2/180,0.010024073034284143,0.7342633497613136,0,0,13.071895424836605,60.16687288199685,EDNRA;F2R,KEGG_2016
cAMP signaling pathway_Homo sapiens_hsa04024,2/199,0.012143124102050273,0.7115870723801461,0,0,11.82382500738989,52.15479972703599,EDNRA;F2R,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,2/397,0.0439173848655955,1.0,0,0,5.926803970958661,18.523899995179708,EDNRA;F2R,KEGG_2016
Renin secretion_Homo sapiens_hsa04924,1/64,0.05304983313042494,1.0,0,0,18.38235294117647,53.980212489745824,EDNRA,KEGG_2016
Complement and coagulation cascades_Homo sapiens_hsa04610,1/79,0.06509435205025173,1.0,0,0,14.89203276247208,40.683804789158025,F2R,KEGG_2016
Morphine addiction_Homo sapiens_hsa05032,1/91,0.07462599934884333,1.0,0,0,12.928248222365873,33.55224713315769,PDE8B,KEGG_2016
Serotonergic synapse_Homo sapiens_hsa04726,1/112,0.0910866691723313,1.0,0,0,10.504201680672267,25.167477071757645,KCND2,KEGG_2016
Leukocyte transendothelial migration_Homo sapiens_hsa04670,1/118,0.09573885727717192,1.0,0,0,9.970089730807578,23.39113689708495,MSN,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.09882785548789487,1.0,0,0,9.643201542912248,22.31799205235116,F2R,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.10956132028111423,1.0,0,0,8.650519031141869,19.128640864197678,MSN,KEGG_2016
Phospholipase D signaling pathway_Homo sapiens_hsa04072,1/144,0.11564058767870695,1.0,0,0,8.169934640522875,17.62474084868899,F2R,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,1/167,0.13290161909015044,1.0,0,0,7.044734061289188,14.217302786664428,EDNRA,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,1/169,0.13438749659312352,1.0,0,0,6.9613644274277755,13.971652534089332,RRBP1,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,1/176,0.13956921774067066,1.0,0,0,6.6844919786096275,13.163065616701973,PDE8B,KEGG_2016
Proteoglycans in cancer_Homo sapiens_hsa05205,1/203,0.15928366315461118,1.0,0,0,5.795421616922631,10.64658719955024,MSN,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,1/211,0.1650428340252828,1.0,0,0,5.575689991636466,10.044885634896108,F2R,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.1988256063387152,1.0,0,0,4.542357483533954,7.337393543191247,F2R,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,1/341,0.2535799827846269,1.0,0,0,3.450060376056581,4.733745012149922,F2R,KEGG_2016
