Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Purine metabolism_Homo sapiens_hsa00230,5/176,0.001913261846339104,0.5605857209773575,0,0,5.6818181818181825,35.56219159407561,PRPS2;ADK;POLR1D;NUDT16;PDE8B,KEGG_2016
Collecting duct acid secretion_Homo sapiens_hsa04966,2/27,0.008008106510589556,1.0,0,0,14.814814814814813,71.51556943014069,ATP6V1G1;SLC12A7,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,3/118,0.021398747432376443,1.0,0,0,5.084745762711865,19.547912999312093,PPIF;MYD88;JAK1,KEGG_2016
Measles_Homo sapiens_hsa05162,3/136,0.030840345798215468,1.0,0,0,4.411764705882354,15.348227283957215,MSN;MYD88;JAK1,KEGG_2016
Tight junction_Homo sapiens_hsa04530,3/139,0.03259476166351094,1.0,0,0,4.316546762589929,14.77814541880185,SHROOM3;MYH9;SHROOM1,KEGG_2016
PPAR signaling pathway_Homo sapiens_hsa03320,2/69,0.04676264021877073,1.0,0,0,5.797101449275362,17.754612642215182,CYP27A1;FABP5,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,4/277,0.05035169322229576,1.0,0,0,2.888086642599278,8.631691065243011,P2RX7;CALCRL;EDNRB;GRIK2,KEGG_2016
Leishmaniasis_Homo sapiens_hsa05140,2/73,0.05172034528607497,1.0,0,0,5.479452054794519,16.229611227593956,MYD88;JAK1,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,3/169,0.05291139242341949,1.0,0,0,3.5502958579881656,10.43480451686426,RRBP1;SEC24D;CRYAB,KEGG_2016
Biosynthesis of amino acids_Homo sapiens_hsa01230,2/74,0.052988094493001216,1.0,0,0,5.405405405405406,15.879394718222336,PRPS2;CPS1,KEGG_2016
Tuberculosis_Homo sapiens_hsa05152,3/178,0.05995716977365104,1.0,0,0,3.3707865168539324,9.485813962142267,RIPK2;MYD88;JAK1,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,3/180,0.06158007663935618,1.0,0,0,3.333333333333333,9.291389639790301,P2RX7;EDNRB;PPIF,KEGG_2016
Salmonella infection_Homo sapiens_hsa05132,2/86,0.06902351244139765,1.0,0,0,4.651162790697675,12.433991034465725,MYH9;MYD88,KEGG_2016
Primary bile acid biosynthesis_Homo sapiens_hsa00120,1/17,0.08171463267155568,1.0,0,0,11.764705882352938,29.464966949248122,CYP27A1,KEGG_2016
Nitrogen metabolism_Homo sapiens_hsa00910,1/17,0.08171463267155568,1.0,0,0,11.764705882352938,29.464966949248122,CPS1,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,3/214,0.0921674450838924,1.0,0,0,2.803738317757009,6.6845279466364635,MSN;MYH9;SSH3,KEGG_2016
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_Homo sapiens_hsa00532,1/20,0.09543241646248146,1.0,0,0,10.0,23.493369630410037,UST,KEGG_2016
Arginine biosynthesis_Homo sapiens_hsa00220,1/20,0.09543241646248146,1.0,0,0,10.0,23.493369630410037,CPS1,KEGG_2016
Carbon metabolism_Homo sapiens_hsa01200,2/113,0.10976205232938706,1.0,0,0,3.5398230088495573,7.821028024223438,PRPS2;CPS1,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,2/120,0.12116571332561665,1.0,0,0,3.333333333333333,7.035320462405979,CALCRL;RAMP1,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,2/127,0.13284650794214892,1.0,0,0,3.149606299212598,6.357672103437501,EFNA1;EPHB1,KEGG_2016
Pentose phosphate pathway_Homo sapiens_hsa00030,1/29,0.13538019382269004,1.0,0,0,6.896551724137932,13.790815229027743,PRPS2,KEGG_2016
RNA polymerase_Homo sapiens_hsa03020,1/32,0.14830402193397793,1.0,0,0,6.25,11.928068187186934,POLR1D,KEGG_2016
African trypanosomiasis_Homo sapiens_hsa05143,1/35,0.16103657577419495,1.0,0,0,5.7142857142857135,10.434992920440827,MYD88,KEGG_2016
"Alanine, aspartate and glutamate metabolism_Homo sapiens_hsa00250",1/35,0.16103657577419495,1.0,0,0,5.7142857142857135,10.434992920440827,CPS1,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,2/146,0.16569987458193694,1.0,0,0,2.7397260273972597,4.924868798488481,MYD88;JAK1,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,2/167,0.2034270342994011,1.0,0,0,2.395209580838324,3.8142464483989738,EDNRB;PPIF,KEGG_2016
Notch signaling pathway_Homo sapiens_hsa04330,1/48,0.2140682440880332,1.0,0,0,4.166666666666666,6.422751738290367,DLL3,KEGG_2016
N-Glycan biosynthesis_Homo sapiens_hsa00510,1/49,0.21800735103248006,1.0,0,0,4.081632653061224,6.217251005833013,ALG1,KEGG_2016
