Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Other glycan degradation_Homo sapiens_hsa00511,3/18,9.371291441807692e-05,0.027457883924496537,0,0,33.33333333333333,309.175818363883,NEU4;MAN2B2;FUCA1,KEGG_2016
Aldosterone synthesis and secretion_Homo sapiens_hsa04925,3/81,0.007805783179295094,1.0,0,0,7.4074074074074066,35.94733619829238,SCARB1;PRKD1;DAGLB,KEGG_2016
SNARE interactions in vesicular transport_Homo sapiens_hsa04130,2/34,0.012512480224535568,1.0,0,0,11.764705882352938,51.541514291749934,STX7;BET1L,KEGG_2016
Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520,2/48,0.024048330053217173,1.0,0,0,8.333333333333332,31.064081010815453,CYB5R2;UAP1L1,KEGG_2016
Phagosome_Homo sapiens_hsa04145,3/154,0.04213062590095635,1.0,0,0,3.8961038961038965,12.33888446759221,SEC61A2;SCARB1;STX7,KEGG_2016
Inositol phosphate metabolism_Homo sapiens_hsa00562,2/71,0.04921854901375952,1.0,0,0,5.633802816901407,16.966111065129198,ITPK1;PLCH2,KEGG_2016
Protein export_Homo sapiens_hsa03060,1/23,0.10894729783603284,1.0,0,0,8.695652173913043,19.277313215401712,SEC61A2,KEGG_2016
Vitamin digestion and absorption_Homo sapiens_hsa04977,1/24,0.11340768358102404,1.0,0,0,8.333333333333332,18.139717779478577,SCARB1,KEGG_2016
Lysosome_Homo sapiens_hsa04142,2/123,0.1261397529272332,1.0,0,0,3.252032520325204,6.7328937771290125,FUCA1;CTSD,KEGG_2016
Cell cycle_Homo sapiens_hsa04110,2/124,0.12780862542092375,1.0,0,0,3.2258064516129035,6.6361975734181655,MAD2L2;CHEK1,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,2/127,0.13284650794214892,1.0,0,0,3.149606299212598,6.357672103437501,SEMA3A;EPHA3,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,2/133,0.14305475383730862,1.0,0,0,3.0075187969924815,5.8482039941059405,SCARB1;TICAM1,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,2/137,0.14995070808433186,1.0,0,0,2.9197080291970803,5.539996063246746,UBE2C;UBE2A,KEGG_2016
Regulation of autophagy_Homo sapiens_hsa04140,1/39,0.17772061456847035,1.0,0,0,5.128205128205128,8.859192527430203,BECN1,KEGG_2016
Fat digestion and absorption_Homo sapiens_hsa04975,1/41,0.1859390303366049,1.0,0,0,4.878048780487805,8.206519282411302,SCARB1,KEGG_2016
Drug metabolism - other enzymes_Homo sapiens_hsa00983,1/46,0.20613100438312365,1.0,0,0,4.3478260869565215,6.866275516137417,TK1,KEGG_2016
Sphingolipid metabolism_Homo sapiens_hsa00600,1/47,0.2101094941683413,1.0,0,0,4.25531914893617,6.6388360993413205,NEU4,KEGG_2016
RNA transport_Homo sapiens_hsa03013,2/172,0.2125577216442807,1.0,0,0,2.3255813953488373,3.601259758687339,EIF2B2;EIF4G2,KEGG_2016
Ovarian steroidogenesis_Homo sapiens_hsa04913,1/50,0.22192691156038516,1.0,0,0,4.0,6.021628714090017,SCARB1,KEGG_2016
Vibrio cholerae infection_Homo sapiens_hsa05110,1/51,0.22582702165646545,1.0,0,0,3.92156862745098,5.835239073221996,SEC61A2,KEGG_2016
Glutathione metabolism_Homo sapiens_hsa00480,1/52,0.22970777681698884,1.0,0,0,3.8461538461538463,5.657489667122652,GSTA4,KEGG_2016
Viral myocarditis_Homo sapiens_hsa05416,1/59,0.25633905564263204,1.0,0,0,3.3898305084745757,4.614421270136939,EIF4G2,KEGG_2016
Arachidonic acid metabolism_Homo sapiens_hsa00590,1/62,0.2674715018007107,1.0,0,0,3.2258064516129035,4.254007269825201,LTA4H,KEGG_2016
Shigellosis_Homo sapiens_hsa05131,1/65,0.2784389392137884,1.0,0,0,3.0769230769230766,3.9340199767287736,MAD2L2,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.2928096888806698,1.0,0,0,2.898550724637681,3.5600939333420603,CHEK1,KEGG_2016
Drug metabolism - cytochrome P450_Homo sapiens_hsa00982,1/69,0.2928096888806698,1.0,0,0,2.898550724637681,3.5600939333420603,GSTA4,KEGG_2016
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622,1/70,0.29635787620352466,1.0,0,0,2.8571428571428568,3.4748214678048983,SIKE1,KEGG_2016
Bile secretion_Homo sapiens_hsa04976,1/71,0.2998884383134025,1.0,0,0,2.8169014084507036,3.3925204106372973,SCARB1,KEGG_2016
Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980,1/73,0.30689703311188365,1.0,0,0,2.7397260273972597,3.2362821498158847,GSTA4,KEGG_2016
Pertussis_Homo sapiens_hsa05133,1/75,0.3138361616484455,1.0,0,0,2.666666666666667,3.0903578864990875,TICAM1,KEGG_2016
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100,1/78,0.32411609442991285,1.0,0,0,2.564102564102564,2.8888551569948704,MAD2L2,KEGG_2016
